address;shares;value_before;value_after;loss_previewdiff;loss_analytic
0x0eb0ddfb4350bae7435acd27504926204235a9de;249816184618973436423;252098161602217;107816149681754;144282011920463;144282011920463
0x62074709dd75fc1f1699022e768fc0910065816c;249729705428982758086;252010892457319;107778826826525;144232065630794;144232065630794
0x415da9425974e0de25456093dfef24ce36bae64b;249716892825099093678;251997962815113;107773297138285;144224665676828;144224665676827
0x8566879bf3c413c60de555072467723d6f79bb85;248060458366636554580;250326397450243;107058409967208;143267987483035;143267987483035
0x9ce5ca66e5ff700295f4d89f9dd5816d31b34477;226957925021893140322;229031100392235;97950938018458;131080162373777;131080162373777
0x1aa4d39d43825635e22d3af97acca25cb04b3439;205503606895757352286;207380805131032;88691642116811;118689163014221;118689163014220
0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d;198453632660036749621;200266432029549;85649000669820;114617431359729;114617431359729
0x83bbe9cfcc205bb8e53cba0b51d6db9386ce58b5;198453611626200199524;200266410803577;85648991591996;114617419211581;114617419211580
0xd12461948a7e2dd2ad3f18861e9f42e53310d8d6;198433624300345873536;200246240901011;85640365423442;114605875477569;114605875477568
0x47b8c706596aa7e95751aa5292e7936518b1e4ab;197971280850267678205;199779674117232;85440826347565;114338847769667;114338847769667
0xddda78690198398ea24c32faba940ed9582d3681;197728995892812506826;199535175977724;85336260539395;114198915438329;114198915438329
0x5e0de38c0e5633d66ccf54b13c6cedba5a4197b6;177537796036896564780;179159537097549;76622103651442;102537433446107;102537433446107
0xbbf5a035239183918839094ec012c69eefe67836;174926477506955756231;176524365153986;75495105775302;101029259378684;101029259378683
0x45d993393f7b3fe781935e1155118c7f830d4415;158752630062177341082;160202775689787;68514765571581;91688010118206;91688010118206
0x72292f8183dad15dae55377321d29f1053d1603f;153558000442954392206;154960695080767;66272857324436;88687837756331;88687837756330
0xd589fc3ca2bb34c78eafab14743bf51b19f19841;146310097039199187686;147646584802668;63144793226227;84501791576441;84501791576440
0x77f75363faeaae05aa54aae33e19a0c901147c11;137461178028760509223;138716834241866;59325759731635;79391074510231;79391074510231
0xcbdcb14d4963a045d6517a89aab07a097230c9bc;137408132537146729544;138663304199617;59302866256288;79360437943329;79360437943329
0x59bd359db4bea32f5cc03f8689d7f72aa088d39b;137035283303756601543;138287049128571;59141951266664;79145097861907;79145097861906
0x71ddf9acf07d4b10d6e6318a913f2f9ea4a0353e;134378146819392282182;135605640700785;57995179189587;77610461511198;77610461511198
0x2b6343feea1502f4f7a6e9c807f1893ce6bcc15e;117085748211727485816;118155282529100;50532092522547;67623190006553;67623190006552
0x3e12c5830ff80167b5aa9e85f364176125fcd75f;115367051396473985586;116420886064204;49790334043714;66630552020490;66630552020489
0x38f9e664bae85f8bebb42bfdc9bb929ec1ae1a70;109148520716946414515;110145551443402;47106528606659;63039022836743;63039022836742
0xd94956899b614342d11fbb64249f451ab80cf1ef;101018481107242673693;101941246976558;43597750467183;58343496509375;58343496509374
0xb1e613ca77a746994a5105ae7ad7f37322571d05;99227787409738087082;100134195964943;42824919435364;57309276529579;57309276529578
0xd5e089906d0c759f27403f3db7ae76007ca09dad;99227601147611606964;100134008001382;42824839047997;57309168953385;57309168953384
0x6b74039b8823752c47e12117c96eeb44fb0aa94e;99227574558286035089;100133981169172;42824827572524;57309153596648;57309153596648
0xa2c0905a8a1e66cc1633d2031ee21b18d4a42fa6;99227569595553157596;100133976161107;42824825430699;57309150730408;57309150730408
0x3929a03b762bb15f1afc1608df887323f6552e25;99227500982420949674;100133906921220;42824795818511;57309111102709;57309111102708
0x8717a864e8d69066ea50dc0b6ff4040edcaacf2a;99227497795352436368;100133903705038;42824794443030;57309109262008;57309109262008
0xe3e6d2a6218d653a506defa39e26496ab94e7f6d;99227486731672428437;100133892540296;42824789668145;57309102872151;57309102872150
0x746bfefcbcaa164966f9d6992686c17be438cedb;99227483772252020672;100133889553842;42824788390913;57309101162929;57309101162929
0xb3467880204d2a2d5dbff08ee67584cde9035253;99227343542925024077;100133748043573;42824727870470;57309020173103;57309020173102
0x77a59a1dd80a1b89b6db958f9476844fd7fb7802;99226781683378543099;100133181051651;42824485382046;57308695669605;57308695669604
0xa716c2ef62b60cf82b8119947030ea7e26a39908;99226772395712490042;100133171679145;42824481373657;57308690305488;57308690305487
0xd4357cf9b5466fe61778baa2c463fcfba84cce19;99226456069134413949;100132852463043;42824344852824;57308507610219;57308507610218
0xe4e75d7df7fe0cfdfac5fa0c1e4eb184d5ef614c;99226054151554408442;100132446874097;42824171392461;57308275481636;57308275481635
0x37a9cdef34a0d59ddc6e2302e273e42feadccb13;99225996286093657274;100132388480057;42824146418774;57308242061283;57308242061282
0x148cfd96dac75963a29d55f29ceece4111201244;99225961047812562672;100132352919887;42824131210569;57308221709318;57308221709317
0x46510603609b7ff098bf8245fe7d7e0cf395dddf;99225587813958634847;100131976276682;42823970129584;57308006147098;57308006147097
0x2f927703d66375ded4916e3aecac586faca50c96;99225470353427593611;100131857743193;42823919435742;57307938307451;57307938307450
0x1b4c75a5397c983c38c987d872b4f407c1d97f50;99224783758580468635;100131164876560;42823623113817;57307541762743;57307541762743
0x764aab74fc908dc9f21884275581f83ae7575fee;99224393727289829963;100130771282480;42823454783362;57307316499118;57307316499118
0xe507efaf7c2f73cbb486e9e1c690b225b265dfb9;99222772791436848727;100129135539987;42822755216747;57306380323240;57306380323239
0xafb23451763d6be8e3b5d8494a1acfeed2c9f40b;99218576374077277166;100124900789932;42820944118868;57303956671064;57303956671063
0x7f07d465d1f706314ea62e7256d4407182610b0a;99218354251821461263;100124676638673;42820848254918;57303828383755;57303828383755
0x97d7846316efe4581a5a1ef3de3e88814ba75e25;99218277949989601169;100124599639852;42820815324426;57303784315426;57303784315426
0x909d80adfd0da1be9600775d091659873da0728a;99213640048176072426;100119919372548;42818813689837;57301105682711;57301105682711
0xe20c54bae4826173346a50e48b78c60fa141d333;99208639892479168005;100114873542308;42816655713019;57298217829289;57298217829288
0x3ca7e46c70412ce4898292f258d6dff7d15b6262;99205975812693500940;100112185127154;42815505944339;57296679182815;57296679182815
0x8fa3aca9c712f3f582c8c6053e465c3f4db3cb83;99195153317461694259;100101263772495;42810835151021;57290428621474;57290428621473
0xda91110b8ae4d3893e599ec38735e4a1662bbafe;99184661067701170269;100090675679975;42806306885679;57284368794296;57284368794296
0x9d97b7fee9308caa5a892fa916f79504929aa8bf;99184490946706985326;100090504004989;42806233464533;57284270540456;57284270540456
0xf1a3262e48eff92d41c1cb8708fc2c5f592d9e76;99184296282200660864;100090307562296;42806149450851;57284158111445;57284158111445
0x93c8b86e36fae2a53a5c688a6e426b9d14425ede;99170277625803712828;100076160850740;42800099252147;57276061598593;57276061598593
0xa1d5d2d931b532a0503e97f540f65ed256f374e6;94951275571541761252;95818619797915;40979254226898;54839365571017;54839365571016
0x7c657b4594c0547840c3f790aaccb23db8c07317;63329965305389620614;63908460743533;27332068293014;36576392450519;36576392450518
0x12924049e2d21664e35387c69429c98e9891a820;62604413590993639425;63176281386837;27018933287929;36157348098908;36157348098908
0xfb43d81e71cb6310bed2e1af3ae597fb0d1b0ae7;53317501438868481138;53804536781567;23010869870412;30793666911155;30793666911154
0x525132158d6966ad6ba7b729295a73616a8a06a8;52800956526825075340;53283273425833;22787938423280;30495335002553;30495335002553
0xed80d5a03e833d05bf190e116f22e5e447b8e39a;50525975482767531113;50987511284715;21806097726516;29181413558199;29181413558199
0x6a52f2b1ea5082bfadbe90ffc83cbd813cfdc0ef;49857996163269643778;50313430225113;21517809926407;28795620298706;28795620298705
0x50b8c1e6e250a070200155544f34b8cb352be3e4;49613980370951609775;50067185440216;21412497121196;28654688319020;28654688319019
0xb955bccc2d0db2785e1bb9668723024a123fe0d1;49613860764085442796;50067064740786;21412445501035;28654619239751;28654619239750
0x47ad6569ea3fd2bca39bc1f96bd115c113e8f833;49613831761649684963;50067035473424;21412432984108;28654602489316;28654602489315
0x86d7933192b1faccb62db1e893dfe25d1e2104a7;49613595421048895272;50066796973940;21412330983776;28654465990164;28654465990163
0xe8f24002e23125c741f11253585a627877e50ce9;49613488248368715324;50066688822278;21412284729985;28654404092293;28654404092292
0x5b9828975e88c40fbb601b53107d96985bbd2701;49613408756870427269;50066608604655;21412250422891;28654358181764;28654358181763
0x7173cf57fadc23bc57911100aad1a5e0152a0038;48496570364344385938;48939568313042;20930243160301;28009325152741;28009325152740
0x5592a99e64c24ef08c09c40aede9f8503db7a1a6;47397598691098350688;47830557946476;20455946850799;27374611095677;27374611095677
0xc910b529819ce57c545e9fd506a4d169009a4fa0;46915003991304985507;47343554925425;20247667701600;27095887223825;27095887223825
0x3021a59f56cae360183c40965d7059a4a73a7ba7;46709851198990802701;47136528139435;20159127464715;26977400674720;26977400674720
0xc96f4de58ad0d92c523623d19001b0f3b244156a;46158832389463720939;46580475980117;19921317706568;26659158273549;26659158273548
0x901f6bb33600e0507c9f859af07d2fee20e0b4d0;45698372355823831749;46115809817078;19722591479182;26393218337896;26393218337896
0xec5f0ddf07b89b659fb1b578fefeb4a8d335826a;45486299718418071353;45901799975812;19631064762237;26270735213575;26270735213574
0x0ce4b16411b408bc9f06d456175db3cc79b25299;38895434181982155878;39250729359081;16786566331150;22464163027931;22464163027931
0xa6f77292ea6706af5fc413423e05008fde97bb1c;34421279225741209012;34735704678386;14855601925473;19880102752913;19880102752913
0xc09453d6b920186f0a638c0cd1cac2ef338424ca;29767237330397185496;30039149858988;12847001568459;17192148290529;17192148290529
0xe477b24601ff4e23b13eccd9ce80ea73ac8e9d71;29766707222322872504;30038614908575;12846772783396;17191842125179;17191842125179
0x5573a7b65ac109d7d6335800154fa99b816d430a;29766222975496289032;30038126238336;12846563791218;17191562447118;17191562447117
0x38c2d9a73bfb23972c91af9c9f91e6d20f58ca18;29753657261025550181;30025445740785;12841140655987;17184305084798;17184305084798
0x5419d329d96a5c839d8edf0473c88198c02d1f7d;24806848906879443898;25033450150984;10706187587309;14327262563675;14327262563674
0xe8c583ecaa8aaac7b1243bb9c45bebd38457e682;23079398454284813903;23290220087559;9960651196828;13329568890731;13329568890731
0xa409674ec64085b579203e5f21e078f7d6ab7dd7;22045049810807457204;22246423057858;9514245018868;12732178038990;12732178038990
0xd8f81e6814b939e1113f16e29286715c6460d9b8;21829849992853609252;22029257470424;9421368667324;12607888803100;12607888803100
0x41d0240f2ff5ca91efe863f0ab409e33b8d6be20;21829097091940614265;22028497692045;9421043728899;12607453963146;12607453963145
0x79b4aded3f376c60cc4392b2641404402003213d;19845498721326796865;20026779895611;8564958527051;11461821368560;11461821368560
0xfdd8ed499de6f6629d3c7d64b1cce6e352816412;19845456998789243530;20026737791954;8564940520357;11461797271597;11461797271596
0x428517fb3b546d03013af4dd9f1c69fa9e076921;19845305527728072937;20026584937261;8564875148185;11461709789076;11461709789076
0x46b0d1eda56b236639e4f1d082d54dadbf2b4a27;19844922670049085955;20026198582321;8564709913732;11461488668589;11461488668589
0x7f2814ff3eab6ba5489f54e5b0b034b0d8463a5c;19844404984747395265;20025676168159;8564486490113;11461189678046;11461189678046
0x3be7815f8865e3a279bfb303d1f53f6c60cd82f9;15081326893038105145;15219089147710;6508828081652;8710261066058;8710261066057
0x6c0f2d1474fe1c591eb9a286b36ebdbd37434899;14884159772683589335;15020120979792;6423734316439;8596386663353;8596386663353
0x91f684d70ced2d9789b1aa89f996b55eaf05ee8a;14703457878427425151;14837768441627;6345746645189;8492021796438;8492021796438
0x1a795b47b01c5c459286284e0a8550aa7747a27e;13059891814535026435;13179189019277;5636413240603;7542775778674;7542775778673
0xced7b72c9d1a326889e7395fb2cb2d4a325a722d;12181154573004018898;12292424843212;5257166130940;7035258712272;7035258712271
0x91873da1097fbf2e404855e78bdfe38ddfc2d292;12004451004972682160;12114107154479;5180904065016;6933203089463;6933203089462
0x23f0d08797a87e63f55637b02ef25361290d52e4;11690083131319980992;11796867648418;5045228573164;6751639075254;6751639075253
0x8c0b7c8b995151995b40e6c00d495fddbd34cb65;10914952485628719210;11014656475517;4710696197504;6303960278013;6303960278013
0x9e1b1db13feb454927adca2a97a09ca2423d2aab;10914907112701276870;11014610688125;4710676615369;6303934072756;6303934072756
0x95aef6e26450def53b7c8c85a39a1fef07974b29;10429895494000290703;10525168670521;4501354367657;6023814302864;6023814302863
0x71db4acb731236ba67482bee3268a80b9cff2943;9922794986024756205;10013435989937;4282498954606;5730937035331;5730937035330
0xe4775ec96b072f77d613b6a9442dbba98237bc5b;9922793556385379969;10013434547239;4282498337600;5730936209639;5730936209638
0xe3dd67e7a2579e0369ae0d449ef7e4a396000752;9922790091559918891;10013431050763;4282496842244;5730934208519;5730934208519
0x4475e2a824a1e38d17a5dce389b9ab5df3de186f;9922788416059368914;10013429359958;4282496119128;5730933240830;5730933240829
0x060165d9f472e872102736cab548812368997e4d;9922786508356673343;10013427434829;4282495295798;5730932139031;5730932139030
0x97df3180b6ac60608ceec289362e834d530b51ad;9922777156537346819;10013417997584;4282491259722;5730926737862;5730926737862
0x2cf3bc994c63df03e3438226cc2e52ffa980aee7;9922776915229514047;10013417754072;4282491155578;5730926598494;5730926598494
0xd2deffe956c02635452c2d56ba4fd0a063186e00;9922775412747175107;10013416237865;4282490507133;5730925730732;5730925730731
0x1633090139689acf26bc44c7dc9c5f2d4e320526;9922775294369794891;10013416118406;4282490456044;5730925662362;5730925662362
0x2bcd8898a678050efa5f41f4c6012045dee1b5c3;9922774552234703839;10013415369492;4282490135752;5730925233740;5730925233740
0xa77bbfb273df52fcf779ed8fa6844f2ef91f416c;9922773532368168904;10013414340310;4282489695596;5730924644714;5730924644713
0x20b278b9a6715fce84f39bb58382c956cb5c391d;9922763893725633300;10013404613622;4282485535732;5730919077890;5730919077889
0x10add9a6e6ec07e86b3d136d57ce85b6ed4570c2;9922763037767347293;10013403749844;4282485166316;5730918583528;5730918583528
0x6252f402228afe8d18622419b89a1db77ab1fc93;9922763005896560142;10013403717683;4282485152561;5730918565122;5730918565121
0x777846637c9e417290ead1be4b19922c1fca6b47;9922762291080349798;10013402996337;4282484844059;5730918152278;5730918152277
0x699babd3a456e1fc94d30b6f9a607d96932c3147;9922748695932015800;10013389277002;4282478976639;5730910300363;5730910300362
0x9df9f088eae2f0c4aabccf34eb437659baef01ad;9922741980343469521;10013382500069;4282476078312;5730906421757;5730906421756
0x02f13757bd45618e37a4f6a1689c33b250f288aa;9922738042089704859;10013378525841;4282474378633;5730904147208;5730904147207
0x98e997a08a568ff27b98857e854bd6ce275f64e2;9922736157201188206;10013376623734;4282473565149;5730903058585;5730903058585
0x3a27adfdde1d917984a9169d25e832eadcb5b996;9922736002405971380;10013376467525;4282473498343;5730902969182;5730902969182
0x9bacaec9626e537072882077386d41a0c01fea25;9922734408926083774;10013374859489;4282472810625;5730902048864;5730902048864
0x97e6c4f426c83aa5b3609ab95c6f42be700330cc;9922730001817848132;10013370412124;4282470908597;5730899503527;5730899503526
0xd0b811b909affd5b7f3e1201d450da173796b7fb;9922719011365041119;10013359321278;4282466165316;5730893155962;5730893155961
0x0c2a4d63096d78c43cdc31a3312a22d1875be87b;9922715191570178113;10013355466590;4282464516762;5730890949828;5730890949828
0x4bdc3b5d5004a1409dd62b23a744cfeab3a0ce91;9922708699286953302;10013348915002;4282461714810;5730887200192;5730887200192
0x4ecf18b838e9af3451c3e0f6b45becbe95a9794d;9922706095090440237;10013346287018;4282460590886;5730885696132;5730885696131
0xd3e8515e8ac7941ae6608e1158b7a2312afb84bc;9922698733235558893;10013338857915;4282457413642;5730881444273;5730881444272
0xdf8b5592d213046b7b756513dc1529dcf1ddea13;9922695314097352210;10013335407544;4282455938004;5730879469540;5730879469540
0xa976c4b1a11e91f88dae32ed22e48699f2c5f3da;9922691161964096418;10013331217483;4282454146018;5730877071465;5730877071464
0xb31d6b9b580903c07e3896dd7937a48bf95a191e;9922685935377287546;10013325943153;4282451890318;5730874052835;5730874052835
0x178df84ac16e7a37ba92b102b285155f796d98d8;9922684273613788663;10013324266210;4282451173131;5730873093079;5730873093079
0xd78d0cc81356b39bbe04377e4a6060de410b7ce0;9922684082397069195;10013324073247;4282451090605;5730872982642;5730872982641
0xbef11302091aac60ba686d0ad6c639cabdfe95d6;9922673497188490702;10013313391346;4282446522221;5730866869125;5730866869125
0xb388233fc7f3391c41392545bccf0909e5cf4b41;9922671038689331122;10013310910389;4282445461177;5730865449212;5730865449212
0x492b30e7b576ac749f2a398bc31f08d8436ba504;9922671029583779236;10013310901201;4282445457247;5730865443954;5730865443953
0x4804a2c8216250c84a04e20a71dd64ba60b489ae;9922665948687650710;10013305773892;4282443264424;5730862509468;5730862509468
0xcc53b91c8473279018eb5baa5826efee2f94500a;9922605060040816636;10013244329051;4282416985985;5730827343066;5730827343066
0x4d5f77ad1610f267152a1c9ed8a413ce1217b939;9922599382760871070;10013238599911;4282414535773;5730824064138;5730824064137
0xccc031e01043467ed9ddc86d930a2f5b021b1736;9922556996723825370;10013195826693;4282396242726;5730799583967;5730799583967
0xa68176387a8a58814b780529df1d164d0904c9ec;9922554761331263997;10013193570881;4282395277971;5730798292910;5730798292910
0x88f659b4b6d5614b991c6404b34f821e10390ec0;9922549175127175036;10013187933649;4282392867066;5730795066583;5730795066583
0x79cbed42d632d00a0e990ee4859ac4b3c70e68bc;9922545678349748618;10013184404930;4282391357920;5730793047010;5730793047010
0x8b69288becd1210e7bd1ceb9a92b4fefc1ca4bd0;9922500265356906709;10013138577107;4282371758493;5730766818614;5730766818613
0x7e4371ca3fecc8ee1edefd9c7bb9d65405a9d88d;9922482072669552950;10013120218236;4282363906858;5730756311378;5730756311377
0xa4fdcc5442bb5ad69d9db54cde1d41df61e5e69c;9922460278794270317;10013098225282;4282354501016;5730743724266;5730743724266
0xd365bfc9a5991727790685074624c23c8fad455c;9922459991973128500;10013097935841;4282354377229;5730743558612;5730743558611
0x390d9a55eef37581f183afff7b0d4f8ebb8d23fd;9922419709582682568;10013057285486;4282336992077;5730720293409;5730720293408
0x1dbe67c11c718b4f0d4c22def41ba35fc3f6cf18;9922413777407799735;10013051299123;4282334431858;5730716867265;5730716867264
0x3383820dfc906cc59b989ff7e87e68f0aca78c77;9922408764882000555;10013046240809;4282332268542;5730713972267;5730713972267
0x44857ce47b5cbc67276cdc0f561d8b8fb77a929b;9922379418263457023;10013016626121;4282319603072;5730697023049;5730697023048
0x22ef68d1e65bfc9c3e2a3dcc2dbbcd14037f0a88;9922229822246798307;10012865663600;4282255040135;5730610623465;5730610623465
0xa37dd7c67c5c985aa56f7cf362b29d83c3f36816;9922206872071060580;10012842503784;4282245135254;5730597368530;5730597368529
0x685c99e8780e5a7f158617cc2e9acc0e45a66120;9922116869927793424;10012751679504;4282206291956;5730545387548;5730545387548
0x00d5be1832300f59a914c78e25acba7fe0568a91;9921998933063312266;10012632665331;4282155392537;5730477272794;5730477272793
0x6b671cfa2619790c861fd3b4b3cb3ae5a78ee3fc;9921904201669205662;10012537068601;4282114508180;5730422560421;5730422560421
0x82e5b6ad650fe2741bfca6a095d493cf97ead16b;9921890757753071219;10012523501880;4282108706029;5730414795851;5730414795851
0xc0ea3afeb9a83ef8f83a5df7c563a3b7c4a5fae4;9921803087975641194;10012435031272;4282070869338;5730364161934;5730364161934
0x60d442cdb97175d9220b2bb9b6d4efbfe6d8cb3f;9921782309879012335;10012414063375;4282061901887;5730352161488;5730352161488
0xdd6c3b5fde786a21299faeacf00a10edc2e8e7da;9921402560502483435;10012030845131;4281898008920;5730132836211;5730132836211
0x17f43f532b3f91c1628ff513290e730446cb9355;9921076931315978006;10011702241444;4281757473249;5729944768195;5729944768195
0x05f6875132b910976ee165171b78d7965e0fbf5c;9920751284452706038;10011373619919;4281616929949;5729756689970;5729756689970
0x7e7e11515eee3f90876706f73a16040903ab6599;9920702045414728548;10011323931101;4281595679270;5729728251831;5729728251830
0x4b710d3ed4b1822658cb4498b485277bbf537d23;9920372703138848819;10010991580407;4281453541097;5729538039310;5729538039310
0x09f52e6ae1649551a7aad0e089e04ac0d622d486;9919870607118321637;10010484897928;4281236845530;5729248052398;5729248052397
0x86582e18c3bfe5204dd142085462973c28f1dac9;9918764653589172014;10009368841929;4280759535978;5728609305951;5728609305951
0x1a46e2fd9aa89fb20c45add8152350554932efce;9918712186866961913;10009315895943;4280736892289;5728579003654;5728579003653
0xca7a6a53d5576102765a0281c723f863d881dc96;9918129341722392541;10008727726727;4280485346860;5728242379867;5728242379867
0x7dc3e945238fdb44936eebe654422a83bdf5d9ff;9917314939082655566;10007905884825;4280133865402;5727772019423;5727772019423
0x04738a5218560e7c8aa8fcef38c2b18dab4a95dd;9915927296299617947;10006505566447;4279534983859;5726970582588;5726970582587
0x01766aca86ceff106ed12decc2cb655f8bf87e7d;9869394789543877547;9959548002725;4259452395050;5700095607675;5700095607674
0xa2e01883a00e07eea2883152d5cd19f48f092a20;9179018242355494317;9262865125173;3961498356316;5301366768857;5301366768857
0xa8a9f7a1895e4fc509825968738f3fcf28e58aa3;8724224746099835463;8803917261208;3765217704038;5038699557170;5038699557170
0x33f916a3d066f761f489997a2f35b721bd747bed;7683465018438260990;7753650584479;3316044618029;4437605966450;4437605966449
0xa7547faeabbdfe5d805133622fbe3c7d473c188b;7052607827664231731;7117030750298;3043778057670;4073252692628;4073252692628
0x0922b44805cb5d90f35f3b9781aff83b47d722d3;5964395338199042952;6018877848615;2574125217408;3444752631207;3444752631207
0xec48ec785b6bb8f298fe4f4a7868ac4f679e4c39;5298661795841018655;5347063080483;2286806654119;3060256426364;3060256426364
0xa7f053d0a4df46577428b84fb3a59e98775ee698;5074454445840976905;5120807680582;2190042814561;2930764866021;2930764866020
0xc1a59841dfd2ba17e4d6526d0a0b35edb6159163;5060620780246770245;5106847649651;2184072454544;2922775195107;2922775195106
0xd2602c7bdfc9f413974e944280bbfae275d1b1b6;5060485943730908002;5106711581454;2184014261541;2922697319913;2922697319912
0x6b92e0af611039a8983ef648f83ca4ee46869e7d;4967654293475534635;5013031948953;2143949799287;2869082149666;2869082149666
0x57d3017db560ea906e67ceef0250348793c05053;4961396810063623465;5006717305781;2141249182555;2865468123226;2865468123226
0x90c38b5b7cc04e647ca2985069f2dbba906eb619;4961347611520872564;5006667657828;2141227949353;2865439708475;2865439708475
0x3cd19b965212aa1abd650c64444c4a06ea645f1a;4961268546088927447;5006587870163;2141193826142;2865394044021;2865394044021
0x0da0bde2ccf8dee7633e1b7931797d2e84a5616e;4872085097301687226;4916589764080;2102703861697;2813885902383;2813885902382
0xcf92c29cd74ac91027c88d6290697953e0489087;4762931686728384547;4806439278113;2055595222717;2750844055396;2750844055396
0x5fb452fc780868a59965b2469bf603bb5fcc75e8;4762929743883396708;4806437317521;2055594384220;2750842933301;2750842933300
0xcd6b980029e6e6e0733ac8ec3e02be9410d09799;3795366383627437870;3830035629511;1638011527309;2192024102202;2192024102202
0xe51540f72f9bcd25559d7438fd91296f560d8ec4;3251960977685896745;3281666419360;1403487576532;1878178842828;1878178842827
0xbc71063446773b718a8f07e091d7e1522653f89e;2480689390136705904;2503349555648;1070620700611;1432728855037;1432728855036
0x947b181e5e531863f3adfa73c738998ce0caf863;2480664905083720075;2503324846933;1070610133305;1432714713628;1432714713627
0x286c6d822e33862f5b673f2ba126b76ccabdd088;2282236989875706207;2303084367275;984972231823;1318112135452;1318112135451
0x8a0c098e896fa309828a35ce714403d23cbbcf3a;1984559271293832402;2002687474580;856499909213;1146187565367;1146187565366
0xc33deb68fd1fb05dfbc892581f0b88799d91af2c;1984559201179081520;2002687403824;856499878952;1146187524872;1146187524871
0x9b459850fb94df8b678a1882eac1e8967290897f;1984548118341181468;2002676219749;856495095800;1146181123949;1146181123949
0x0403ee15e9257c4fc1063060f1cc46b044e66f66;1984483998370093619;2002611514066;856467422779;1146144091287;1146144091286
0x38ce8d007f1f7431664bfdc526b30e52ec1f53ca;1887182808753798312;1904421514641;814473988127;1089947526514;1089947526514
0x4a51f8cb54edc4f3bd201607f5d7c91bd3986593;1756689191668013537;1772735887394;758155301755;1014580585639;1014580585638
0x7e8787ace247c651a6645b9923c5408b4d9f0638;1753416692926466122;1769433495606;756742950451;1012690545155;1012690545155
0xa35ad5122e51d7827b531908a089f8ba2c8c7709;1639897498775650709;1654877346269;707750118193;947127228076;947127228075
0x62548bae0ee0851a92a3933cab5ececabe38d779;1190733640688299913;1201610545102;513899115989;687711429113;687711429113
0x2764a735b32b1df4287fb5d7b556f8004d82abb0;1145090538234764366;1155550510057;494200378001;661350132056;661350132056
0x54d2e6e361d72655e25a0892e6b847d643ac1d5b;1111325629991710504;1121477172064;479628053927;641849118137;641849118136
0x5a19c6b67c45adadc6a521b8cb775a279009b723;1091505296403844022;1101475787176;471073956217;630401830959;630401830958
0x38a372e98101708911675801225554ac6d524b2f;1091499228972242284;1101469664320;471071337623;630398326697;630398326697
0x0a278898cfe1326a514a723944408ccc1e372c60;1091464115788195508;1101434230390;471056183407;630378046983;630378046983
0x32babb97811735400dd1e2fab0b7d93b069c3f40;1090730465816990198;1100693878802;470739553341;629954325461;629954325461
0x3c0ed9ab1a12ba804900da2807c09b8afec10f67;1035729308892790729;1045190306975;447002048196;598188258779;598188258779
0x2d6c3aaaa53be2989f8c0a49cd143bbae8a3aeac;992279419380408647;1001343519048;428249861269;573093657779;573093657778
0xfa93c9a95727268b88ff77b5396ed3b8b59a1ba1;992278725504694371;1001342818834;428249561805;573093257029;573093257028
0xf21cc639a67d689b844a6dd644ffa7b4c4a039ed;992278587093900370;1001342679158;428249502070;573093177088;573093177088
0x0616302b63596cd0155c8c6fd2ce98e8f9881967;992278549304159002;1001342641023;428249485760;573093155263;573093155263
0x08a1d63589a52455e90ca1ec01c8d48c54a84ed0;992278178691635364;1001342267026;428249325811;573092941215;573092941215
0xc1550345956bfd866051982b3e42d72cf2c6aea6;992278158203232428;1001342246350;428249316968;573092929382;573092929381
0x0c610dc0321d77fb25a155ec3bfb0ba5b028ef78;992277765281200567;1001341849839;428249147390;573092702449;573092702448
0xc83ed7bb86b1d68369ffb2f9c2facd65ad5acc19;992276960770520494;1001341037979;428248800178;573092237801;573092237801
0xe961066d859d4922b51269801cd26a2351c4f1e3;992276581052627589;1001340654793;428248636298;573092018495;573092018494
0xe62f3215e1d8c166da3632cd75d47f1fcfd947e0;992275894464856049;1001339961933;428248339980;573091621953;573091621953
0xca575908473bc7c73ecdb45c6779d82497cfdcd7;992274852291974467;1001338910240;428247890197;573091020043;573091020043
0x1f8231ef50e99d361b5252a24ec2ec44285367e1;992273171822247388;1001337214420;428247164936;573090049484;573090049484
0x15e9af27556a405de918504a83c307d194c71b39;992272141524154968;1001336174711;428246720278;573089454433;573089454432
0xcf92621890bfd4a4d37eb38d262ced75c34210cc;992270495689277942;1001334513842;428246009966;573088503876;573088503876
0x8a3bbc238f6126fe7498388fc11271818da0020b;992270289447881352;1001334305717;428245920956;573088384761;573088384760
0x8f573620cf975ce0f85589af46ed31696d16a9cd;992269816413795634;1001333828361;428245716803;573088111558;573088111558
0x54ff471928afa616a7150c3c7dbbd37ec9d10c1b;992268876720375680;1001332880084;428245311248;573087568836;573087568836
0x53a4d82284fa3bdb8fee4fc771b37760bf024742;992267127088090590;1001331114470;428244556138;573086558332;573086558331
0xd563e6a26a1d097da7d980bbe076c567f7fea62b;992264954960983745;1001328922501;428243618687;573085303814;573085303813
0x3bcdce2397a79417164e0ed5a3aa4c3e7ad8c413;992263783535047735;1001327740375;428243113121;573084627254;573084627253
0x3382fb8856a22f0d328b328245a2065235bca1b7;992262916233964350;1001326865151;428242738810;573084126341;573084126341
0x330769bb18f0d8ac01f7812166729161ed4d6015;992261693362628686;1001325631109;428242211041;573083420068;573083420068
0x301a932d3faba362fd5fe592039f74658dc0945a;992261580909522911;1001325517629;428242162508;573083355121;573083355121
